rule_id,variable_key,mechanism_id,role,activation_mode,direction,effect_direction,weight,severity_mode,requires_fasting,sex_scope,context_gate,is_enabled,notes,fuerza,especificidad,combo_group,is_primary,evidence_tier,clinical_rationale
VM144,alt_u_l,carga_hepatica,primary_driver,high,high,positive,0.85,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=albumin_g_dl, ast_u_l, ggt_u_l | crit_bajo=10.0 | crit_alto=1000.0 | Driver de citolisis. ALT > 40-80 en paciente con sobrepeso = Hígado Graso No Alcohólico (HGNA) hasta demostrar lo contrario. ALT > 150 = Buscar virus, tóxicos o autoinmune. | nota_clinica=La ALT es más específica de hígado que la AST. AST/ALT > 2 sugiere alcohol.",alta,alta,citolisis,1,alta,Estrés hepatocelular o carga metabólica hepática. | La ALT es más específica de hígado que la AST. AST/ALT > 2 sugiere alcohol.
VM149,alt_u_l,componente_hepatobiliar,supporting_driver,high,high,positive,0.2,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=40 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=ggt_u_l, alp_u_l, bilirubin_total_mg_dl | crit_bajo=10.0 | crit_alto=1000.0 | La ALT puede elevarse leve e inespecíficamente en colestasis. Es un actor de reparto. El protagonista es ALP/GGT. | nota_clinica=Si ALP y GGT son normales ignorar esta regla. ALT aislada no significa colestasis.",media,baja,citolisis,0,baja,Componente colestásico/hepatobiliar. | Si ALP y GGT son normales ignorar esta regla. ALT aislada no significa colestasis.
VM090,alt_u_l,estres_oxidativo,contextual_support,high,high,positive,0.1,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=65 | min_hits=2 | min_groups=2 | display_threshold=20 | confirmatorios=hscrp_mg_l, ggt_u_l, hba1c_pct | crit_bajo=10.0 | crit_alto=1000.0 | Concepto muy vago. Se activa con PCR | nota_clinica=Señal indirecta de estrés oxidativo. No usar como driver. Es un recordatorio para recomendar dieta mediterránea y ejercicio.",baja,baja,metabolico_oxidativo,0,baja,"GGT y HbA1c altos. Es el equivalente analítico a decir ""estilo de vida sedentario y mala dieta"". | Señal indirecta de estrés oxidativo. No usar como driver. Es un recordatorio para recomendar dieta mediterránea y ejercicio."
VM006,alt_u_l,insulinorresistencia,supporting_driver,high,high,positive,0.7,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=3 | min_groups=2 | display_threshold=28 | confirmatorios=glucose_mg_dl, hba1c_pct, insulin_uIU_ml | crit_bajo=10.0 | crit_alto=1000.0 | La ALT es el ""canario en la mina"" metabólico. Si ALT > 30 (mujer) / 40 (hombre) y cintura alta | nota_clinica=Patrón de hiperinsulinemia compensatoria con afectación hepática. Exigir señal glucémica o insulínica para no sobrediagnosticar por una ALT limítrofe.",media,media,hepatico,0,media,hay resistencia insulínica hepática. La dieta baja en fructosa es el tratamiento. | Patrón de hiperinsulinemia compensatoria con afectación hepática. Exigir señal glucémica o insulínica para no sobrediagnosticar por una ALT limítrofe.
VM196,alt_u_l,recambio_muscular_lesion,contextual_support,high,high,positive,0.1,direct_score,0,all,confirmatory_bundle,0,"[desde_master_v1] | threshold_mecanismo=70 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=ast_u_l, hscrp_mg_l, creatinine_mg_dl | competidores=CK_CPK | crit_bajo=10.0 | crit_alto=1000.0 | Sin CK (Creatina Kinasa), esta regla es CIEGA. ALT y AST pueden venir del músculo. Si el paciente hizo CrossFit ayer, ignorar esta y la regla hepática. | nota_clinica=Muy inespecífico sin CK. Mantener desactivado o con umbral altísimo.",baja,baja,lesion_contexto,0,baja,Sospecha de recambio/lesión muscular. | Muy inespecífico sin CK. Mantener desactivado o con umbral altísimo.
VM115,alt_u_l,sobrecarga_ferrica,contextual_support,high,high,positive,0.2,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=50 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=transferrin_sat_pct, ferritin_ng_ml, iron_ug_dl | crit_bajo=10.0 | crit_alto=1000.0 | El hierro oxida el hígado. Si Ferritina > 400 y Saturación > 45% | nota_clinica=Exceso de hierro con daño hepatocelular. Ferritina alta aislada es ambigua (inflamación). Necesita saturación alta para activar esta regla.",baja,baja,hepatico,0,baja,la ALT alta apoya el diagnóstico de Hemocromatosis o Hemosiderosis. | Exceso de hierro con daño hepatocelular. Ferritina alta aislada es ambigua (inflamación). Necesita saturación alta para activar esta regla.
VM026,apob_mg_dl,dislipidemia_aterogenica,primary_driver,high,high,positive,1.0,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=2 | display_threshold=26 | confirmatorios=triglycerides_mg_dl, hdl_mg_dl, lpa_nmol_l | crit_bajo=40.0 | crit_alto=200.0 | El GOLD STANDARD de riesgo aterogénico. ApoB > 90 significa EXCESO DE PARTÍCULAS (LDL, VLDL, Remanentes). Es más preciso que el LDL-Colesterol. No necesita ayuno para ser fiable. | nota_clinica=HDL bajo y aumento de partículas aterogénicas. Es el driver principal. Si ApoB es alta el riesgo es real aunque el LDL sea normal.",alta,alta,carga_aterogenica,1,alta,Patrón de TG altos | HDL bajo y aumento de partículas aterogénicas. Es el driver principal. Si ApoB es alta el riesgo es real aunque el LDL sea normal.
VM010,apob_mg_dl,insulinorresistencia,supporting_driver,high,high,positive,0.35,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=3 | min_groups=2 | display_threshold=28 | confirmatorios=glucose_mg_dl, hba1c_pct, insulin_uIU_ml | crit_bajo=40.0 | crit_alto=200.0 | La resistencia a la insulina altera el metabolismo de la ApoB (menor depuración hepática). Resultado: ApoB alta con LDL ""normal"" (Patrón B). | nota_clinica=Refuerza la sospecha de riesgo metabólico si la glucosa o insulina están alteradas.",media,baja,dislipidemia,0,baja,Patrón de hiperinsulinemia y dislipidemia aterogénica. | Refuerza la sospecha de riesgo metabólico si la glucosa o insulina están alteradas.
VM038,apob_mg_dl,riesgo_cardiometabolico_global,primary_driver,high,high,positive,0.95,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=65 | min_hits=3 | min_groups=2 | display_threshold=30 | confirmatorios=lpa_nmol_l, triglycerides_mg_dl, ldl_mg_dl | crit_bajo=40.0 | crit_alto=200.0 | Convergencia de factores de riesgo. ApoB alta + Lp(a) alta = Riesgo cardiovascular muy alto. Considerar estatina + ezetimiba independientemente del LDL. | nota_clinica=Patrón resumen de alto riesgo. Prioridad máxima en consulta de prevención.",alta,alta,carga_aterogenica,1,alta,"Integración de carga lipídica, glucídica, inflamatoria y adiposidad central. | Patrón resumen de alto riesgo. Prioridad máxima en consulta de prevención."
VM145,ast_u_l,carga_hepatica,supporting_driver,high,high,positive,0.45,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=alt_u_l, albumin_g_dl, ggt_u_l | crit_bajo=15.0 | crit_alto=1000.0 | AST menos específica que ALT (está en corazón | nota_clinica=riñón). AST/ALT > 2 sugiere OH. AST/ALT < 1 sugiere HGNA. Estrés hepatocelular o carga metabólica hepática. Interpretar siempre en conjunto con ALT. Si AST > ALT y GGT alta pensar en tóxicos.",alta,baja,citolisis,0,media,músculo | riñón). AST/ALT > 2 sugiere OH. AST/ALT < 1 sugiere HGNA. Estrés hepatocelular o carga metabólica hepática. Interpretar siempre en conjunto con ALT. Si AST > ALT y GGT alta pensar en tóxicos.
VM150,ast_u_l,componente_hepatobiliar,contextual_support,high,high,positive,0.15,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=40 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=ggt_u_l, alp_u_l, bilirubin_total_mg_dl | crit_bajo=15.0 | crit_alto=1000.0 | Igual que ALT en colestasis. Ruido de fondo. No usar para diagnóstico. | nota_clinica=Priorizar GGT/ALP/Bilirrubina.",baja,baja,citolisis,0,baja,Componente colestásico/hepatobiliar. | Priorizar GGT/ALP/Bilirrubina.
VM197,ast_u_l,recambio_muscular_lesion,contextual_support,high,high,positive,0.1,direct_score,0,all,confirmatory_bundle,0,"[desde_master_v1] | threshold_mecanismo=70 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=hscrp_mg_l, alt_u_l, creatinine_mg_dl | competidores=CK_CPK | crit_bajo=15.0 | crit_alto=1000.0 | AST muscular. Sin CK, es imposible diferenciar de AST hepática. Si el paciente tomó estatinas o hizo ejercicio intenso, sospechar músculo. | nota_clinica=Desactivado por falta de especificidad.",baja,baja,lesion_contexto,0,baja,Sospecha de recambio/lesión muscular. | Desactivado por falta de especificidad.
VM116,ast_u_l,sobrecarga_ferrica,contextual_support,high,high,positive,0.2,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=50 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=transferrin_sat_pct, ferritin_ng_ml, iron_ug_dl | crit_bajo=15.0 | crit_alto=1000.0 | AST elevada por daño oxidativo del hierro en el hepatocito. Refuerza la sobrecarga férrica. | nota_clinica=Necesita saturación y ferritina altas para ser relevante.",baja,baja,hepatico,0,baja,Exceso de hierro o señal de ferritina alta con saturación aumentada. | Necesita saturación y ferritina altas para ser relevante.
VM147,bilirubin_total_mg_dl,carga_hepatica,contextual_support,high,high,positive,0.15,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=alt_u_l, albumin_g_dl, ast_u_l | crit_bajo=0.1 | crit_alto=20.0 | Bilirrubina leve en contexto de transaminasas altas puede indicar hepatitis o cirrosis descompensada. No es específica. | nota_clinica=Usar solo si hay citolisis franca.",baja,baja,colestasis,0,baja,Estrés hepatocelular o carga metabólica hepática. | Usar solo si hay citolisis franca.
VM153,bilirubin_total_mg_dl,componente_hepatobiliar,primary_driver,high,high,positive,0.85,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=40 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=ggt_u_l, alp_u_l, alt_u_l | crit_bajo=0.1 | crit_alto=20.0 | Driver de ictericia obstructiva o hepatocelular. Bilirrubina > 3.0 mg/dL es visible clínicamente. Buscar obstrucción (ECO) o hemólisis (LDH | nota_clinica=Componente colestásico/hepatobiliar. Diferenciar Directa (Obstrucción/Hepatitis) vs Indirecta (Hemólisis/Gilbert). Esta regla asume colestasis si ALP/GGT altas.",alta,alta,colestasis,1,alta,Haptoglobina). | Componente colestásico/hepatobiliar. Diferenciar Directa (Obstrucción/Hepatitis) vs Indirecta (Hemólisis/Gilbert). Esta regla asume colestasis si ALP/GGT altas.
VM139,bmi_kg_m2,deficit_proteico_catabolismo,supporting_driver,low,low,positive,0.35,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=50 | min_hits=2 | min_groups=2 | display_threshold=22 | confirmatorios=albumin_g_dl, creatinine_mg_dl, urea_mg_dl | crit_bajo=15.0 | crit_alto=40.0 | IMC < 18.5 con albúmina baja = Desnutrición tipo Marasmo/Kwashiorkor. Riesgo de infecciones y caídas. | nota_clinica=Confirmar con pérdida de peso involuntaria y fuerza muscular.",media,baja,catabolico_masa,0,baja,Sospecha de baja disponibilidad proteica o mayor catabolismo. | Confirmar con pérdida de peso involuntaria y fuerza muscular.
VM185,bmi_kg_m2,disfuncion_tiroidea_periferica,contextual_support,high,high,positive,0.15,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=1 | display_threshold=22 | confirmatorios=tsh_mIU_l, ft4_ng_dl | crit_bajo=15.0 | crit_alto=40.0 | Obesidad causa elevación leve de TSH por adaptación (resistencia periférica). No tratar con Levotiroxina si TSH < 7-8 y Acs TPO negativos. | nota_clinica=TSH/FT4 deben liderar; el IMC solo da contexto.",baja,baja,fenotipo,0,baja,Disfunción tiroidea operativa con reflejo metabólico. | TSH/FT4 deben liderar; el IMC solo da contexto.
VM184,bmi_kg_m2,disfuncion_tiroidea_periferica,contextual_support,low,low,positive,0.15,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=1 | display_threshold=22 | confirmatorios=tsh_mIU_l, ft4_ng_dl | crit_bajo=15.0 | crit_alto=40.0 | Pérdida de peso con TSH baja = Hipertiroidismo clínico. Adelgazar sin querer con TSH alta = sospechar otra neoplasia oculta. | nota_clinica=TSH/FT4 deben liderar.",baja,baja,fenotipo,0,baja,Disfunción tiroidea operativa con reflejo metabólico. | TSH/FT4 deben liderar.
VM193,bmi_kg_m2,estado_anabolico_bajo,supporting_driver,low,low,positive,0.35,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=50 | min_hits=2 | min_groups=2 | display_threshold=22 | confirmatorios=creatinine_mg_dl, albumin_g_dl, hb_g_dl | crit_bajo=15.0 | crit_alto=40.0 | Sarcopenia o fragilidad. IMC bajo con poca masa muscular. Riesgo de caídas y dependencia. | nota_clinica=Reforzar con dinamometría si es posible.",media,baja,catabolico_masa,0,baja,Señal de baja reserva anabólica o masa magra reducida. | Reforzar con dinamometría si es posible.
VM008,bmi_kg_m2,insulinorresistencia,supporting_driver,high,high,positive,0.35,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=3 | min_groups=2 | display_threshold=28 | confirmatorios=glucose_mg_dl, hba1c_pct, insulin_uIU_ml | crit_bajo=15.0 | crit_alto=40.0 | El IMC es un proxy imperfecto. La cintura es mejor. IMC > 27 con glucemia alterada confirma riesgo. | nota_clinica=Exigir señal glucémica o insulínica.",media,baja,adiposidad,0,baja,Patrón de hiperinsulinemia compensatoria y exceso adiposo. | Exigir señal glucémica o insulínica.
VM179,bmi_kg_m2,resistencia_leptinica_saciedad,supporting_driver,high,high,positive,0.4,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=60 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=waist_cm, insulin_uIU_ml, triglycerides_mg_dl | crit_bajo=15.0 | crit_alto=40.0 | IMC alto + Cintura alta + Insulina alta = Cerebro ""sordo"" a la leptina. El paciente no tiene saciedad. Clave en manejo de obesidad. | nota_clinica=Cintura debe acompañarse de señal metabólica/inflamatoria.",alta,media,adiposidad,0,media,Patrón antropométrico-metabólico sugerente de señal leptínica ineficaz. | Cintura debe acompañarse de señal metabólica/inflamatoria.
VM172,bmi_kg_m2,retencion_hidrosalina,contextual_support,high,high,positive,0.1,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=60 | min_hits=2 | min_groups=2 | display_threshold=22 | confirmatorios=hct_pct, albumin_g_dl, hb_g_dl | crit_bajo=15.0 | crit_alto=40.0 | IMC alto por edemas (ICC | nota_clinica=Cirrosis). No es obesidad. El peso fluctúa mucho. Confirmar con signo de fóvea. Patrón compatible con expansión de volumen/hemodilución. No usar IMC como marcador de volumen sin clínica de edemas.",baja,baja,metabolico,0,baja,IRC | Cirrosis). No es obesidad. El peso fluctúa mucho. Confirmar con signo de fóvea. Patrón compatible con expansión de volumen/hemodilución. No usar IMC como marcador de volumen sin clínica de edemas.
VM035,bmi_kg_m2,riesgo_cardiometabolico_global,contextual_support,high,high,positive,0.15,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=65 | min_hits=3 | min_groups=2 | display_threshold=30 | confirmatorios=apob_mg_dl, lpa_nmol_l, triglycerides_mg_dl | crit_bajo=15.0 | crit_alto=40.0 | Factor de riesgo modificable. La reducción del 10% del peso mejora TODOS los parámetros analíticos. | nota_clinica=Patrón resumen; requiere convergencia lipídica y metabólica.",baja,baja,adiposidad,0,baja,"Integración de carga lipídica, glucídica, inflamatoria y adiposidad central. | Patrón resumen; requiere convergencia lipídica y metabólica."
VM053,bmi_kg_m2,sindrome_metabolico_patron,supporting_driver,high,high,positive,0.3,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=65 | min_hits=3 | min_groups=3 | display_threshold=32 | confirmatorios=glucose_mg_dl, triglycerides_mg_dl, hdl_mg_dl | crit_bajo=15.0 | crit_alto=40.0 | Obesidad central (IMC > 30 o cintura > 88/102). Criterio mayor de Sd. Metabólico. | nota_clinica=Buscar 3 de 5 criterios.",media,baja,adiposidad,0,baja,"Agrupación operativa de adiposidad central, glucosa y lípidos. | Buscar 3 de 5 criterios."
VM133,chol_total_mg_dl,deficit_proteico_catabolismo,supporting_driver,low,low,positive,0.35,direct_score,1,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=50 | min_hits=2 | min_groups=2 | display_threshold=22 | confirmatorios=albumin_g_dl, creatinine_mg_dl, bmi_kg_m2 | crit_bajo=100.0 | crit_alto=1000.0 | Hipocolesterolemia < 120 mg/dL en adulto sin tratamiento es un SIGNO DE ALARMA. Descartar neoplasia oculta | nota_clinica=Sospecha de baja disponibilidad proteica o mayor catabolismo. No es benigno en ancianos. Investigar.",media,media,nutricional,0,media,hipertiroidismo o malabsorción severa. | Sospecha de baja disponibilidad proteica o mayor catabolismo. No es benigno en ancianos. Investigar.
VM183,chol_total_mg_dl,disfuncion_tiroidea_periferica,supporting_driver,high,high,positive,0.35,direct_score,1,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=1 | display_threshold=22 | confirmatorios=tsh_mIU_l, ft4_ng_dl | crit_bajo=100.0 | crit_alto=1000.0 | Hipotiroidismo subclínico (TSH 5-10) eleva el colesterol. Corregir tiroides baja el LDL un 10-15%. Si TSH normal | nota_clinica=Disfunción tiroidea operativa con reflejo metabólico. TSH/FT4 deben liderar; lípidos sólo refuerzan.",media,media,repercusion_lipidica,0,media,el colesterol es dieta/genética. | Disfunción tiroidea operativa con reflejo metabólico. TSH/FT4 deben liderar; lípidos sólo refuerzan.
VM024,chol_total_mg_dl,dislipidemia_aterogenica,contextual_support,high,high,positive,0.1,direct_score,1,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=2 | display_threshold=26 | confirmatorios=triglycerides_mg_dl, apob_mg_dl, hdl_mg_dl | crit_bajo=100.0 | crit_alto=1000.0 | Marcador OBSOLETO y de muy baja especificidad. Un CT de 210 con HDL 90 y TG 60 es un paciente PROTEGIDO. No activar riesgo por CT solo. | nota_clinica=No usar. Priorizar ApoB y No-HDL.",baja,baja,carga_aterogenica,0,baja,"Patrón de TG altos, HDL bajo y aumento de partículas aterogénicas. | No usar. Priorizar ApoB y No-HDL."
VM129,creatinine_mg_dl,alteracion_metabolismo_folato_b12_homocisteina,contextual_support,high,high,positive,0.1,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=55 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=vitb12_pg_ml, folate_ng_ml, mcv_fl | crit_bajo=0.3 | crit_alto=3.0 | La homocisteína alta daña el endotelio renal. Creatinina elevada en contexto de déficit B12/folato puede indicar nefroangioesclerosis incipiente. | nota_clinica=Más exigente que eje simple; precisa déficit vitamínico con contexto renal.",baja,baja,contexto_metabolico,0,baja,Versión ampliada del eje B12/folato. | Más exigente que eje simple; precisa déficit vitamínico con contexto renal.
